Carat,Cut,Crown Height (mm),Girdle Diameter (mm),Pavillion Depth (mm),Table %,Total Depth %,Clarity,Color,Price
0.52,Ideal,5.15,5.11,3.19,56.0,62.2,VS2,E,1815
0.52,Ideal,5.17,5.09,3.21,57.0,62.6,VS2,E,1815
0.62,Very Good,5.42,5.4,3.42,55.0,63.2,VS2,G,1815
0.3,Ideal,4.24,4.27,2.66,56.0,62.5,VS1,H,526
0.3,Ideal,4.27,4.3,2.68,53.0,62.5,VS2,G,526
0.3,Very Good,4.28,4.32,2.66,61.0,61.9,VVS2,I,526
0.3,Excellent,4.39,4.42,2.62,58.0,59.5,SI1,E,526
0.3,Excellent,4.28,4.33,2.65,60.0,61.6,VS2,G,526
0.3,Very Good,4.27,4.31,2.59,61.0,60.4,VS1,H,526
0.3,Excellent,4.31,4.24,2.65,59.0,61.9,VS1,I,527
0.35,Very Good,4.5,4.53,2.82,54.0,62.6,VS2,I,527
0.27,Ideal,4.15,4.18,2.59,56.0,62.2,VVS2,H,527
0.27,Ideal,4.16,4.19,2.6,53.0,62.3,VS1,G,527
0.36,Excellent,4.58,4.54,2.81,60.0,61.6,SI1,J,527
0.37,Fair,4.53,4.47,2.94,56.0,65.3,SI1,F,527
0.32,Good,4.38,4.4,2.71,60.1,61.6,SI1,F,528
0.32,Ideal,4.37,4.33,2.75,55.0,63.2,SI1,E,528
0.37,Good,4.53,4.57,2.91,55.0,64.0,SI1,H,528
0.33,Very Good,4.47,4.53,2.74,54.0,60.9,IF,J,529
0.3,Ideal,4.31,4.33,2.67,56.0,61.8,VVS2,I,529
0.32,Ideal,4.38,4.4,2.71,57.0,61.7,VS2,H,529
0.32,Ideal,4.41,4.43,2.73,55.6,61.7,VS1,I,529
0.32,Ideal,4.39,4.42,2.7,55.3,61.4,VS1,I,529
0.32,Ideal,4.41,4.44,2.69,56.7,60.9,VS1,I,529
0.28,Excellent,4.26,4.22,2.55,58.0,60.3,SI1,E,529
0.38,Good,4.63,4.57,2.93,57.0,63.7,SI1,I,529
0.32,Excellent,4.38,4.33,2.72,58.0,62.5,SI2,D,530
0.23,Very Good,3.98,4.0,2.38,57.0,59.6,VVS2,F,530
0.23,Very Good,4.01,4.05,2.39,57.0,59.3,VVS2,F,530
0.23,Very Good,3.99,4.03,2.42,58.0,60.3,VVS2,F,530
0.23,Very Good,3.96,3.98,2.43,58.0,61.2,VVS2,F,530
0.23,Very Good,4.02,4.06,2.41,58.0,59.7,VVS2,F,530
0.23,Very Good,3.89,3.92,2.42,58.0,62.0,VVS2,F,530
0.57,Excellent,5.41,5.35,3.3,54.0,61.3,VS1,F,1815
0.55,Excellent,5.23,5.14,3.21,60.0,61.9,SI1,D,1815
0.55,Ideal,5.34,5.32,3.25,56.0,61.0,VS1,G,1815
0.59,Ideal,5.43,5.46,3.32,57.0,61.0,SI1,D,1816
0.59,Ideal,5.37,5.4,3.33,56.0,61.8,SI1,D,1816
0.59,Very Good,5.38,5.41,3.36,54.0,62.3,SI1,D,1816
0.71,Good,5.6,5.54,3.55,58.0,63.6,SI2,G,1816
0.46,Ideal,4.93,4.97,3.1,53.0,62.6,VVS1,E,1816
0.55,Ideal,5.26,5.28,3.27,55.0,62.0,VS2,E,1816
0.57,Good,5.34,5.45,3.14,66.0,58.2,VS2,G,1816
0.71,Good,5.68,5.61,3.62,56.0,64.0,SI2,E,1816
0.64,Excellent,5.6,5.54,3.41,58.0,61.2,SI1,F,1816
0.57,Very Good,5.36,5.43,3.28,55.0,61.0,VS1,G,1817
0.7,Very Good,5.69,5.73,3.44,61.0,60.2,SI1,J,1817
0.54,Very Good,5.21,5.26,3.23,55.0,61.7,VS2,D,1817
0.54,Ideal,5.23,5.24,3.24,55.0,61.9,VS2,D,1817
0.7,Excellent,5.72,5.84,3.53,58.0,61.1,SI2,H,1817
0.7,Ideal,5.73,5.76,3.51,57.0,61.1,SI2,H,1817
0.45,Ideal,4.96,4.98,3.06,56.0,61.6,VVS2,E,1817
0.62,Very Good,5.5,5.53,3.41,55.0,61.8,VS1,I,1818
0.53,Ideal,5.29,5.24,3.18,56.0,60.4,VVS2,G,1818
0.53,Ideal,5.19,5.21,3.25,54.0,62.5,VVS2,G,1818
0.53,Ideal,5.16,5.19,3.24,56.0,62.6,VVS2,G,1818
0.31,Ideal,4.35,4.38,2.67,57.0,61.2,IF,F,1818
0.53,Ideal,5.25,5.22,3.16,57.0,60.4,VS1,F,1818
0.51,Excellent,5.19,5.12,3.19,58.0,61.9,VS2,D,1818
0.71,Good,5.65,5.59,3.6,58.0,64.0,SI2,F,1818
0.75,Good,5.75,5.7,3.64,58.0,63.6,SI2,G,1819
0.56,Ideal,5.29,5.34,3.29,55.0,61.9,VS2,E,1819
0.56,Ideal,5.32,5.35,3.25,56.0,60.9,VS2,E,1819
0.56,Ideal,5.27,5.3,3.25,57.0,61.5,VS2,E,1819
0.56,Very Good,5.26,5.31,3.2,59.0,60.5,VS1,G,1819
0.6,Excellent,5.34,5.37,3.36,58.0,62.7,VS2,E,1819
0.56,Very Good,5.28,5.31,3.27,56.0,61.8,VS2,E,1819
0.56,Ideal,5.31,5.34,3.23,57.0,60.7,VS2,E,1819
0.56,Very Good,5.25,5.31,3.27,55.0,61.9,VS2,E,1819
0.56,Ideal,5.28,5.35,3.28,54.0,61.7,VS2,E,1819
0.56,Ideal,5.27,5.31,3.29,55.0,62.2,VS1,G,1819
0.56,Excellent,5.22,5.3,3.28,58.0,62.4,VS1,G,1819
0.56,Ideal,5.26,5.29,3.3,57.0,62.6,VS2,E,1819
0.56,Excellent,5.26,5.3,3.23,60.0,61.2,VS1,G,1819
0.56,Excellent,5.27,5.34,3.28,59.0,61.8,VS2,E,1819
0.56,Very Good,5.27,5.3,3.28,57.0,62.1,VS2,E,1819
0.56,Ideal,5.27,5.32,3.28,56.0,61.9,VS2,E,1819
0.56,Ideal,5.33,5.36,3.24,56.0,60.6,VS1,G,1819
0.56,Very Good,5.28,5.31,3.25,61.0,61.4,VS2,E,1819
0.52,Excellent,5.17,5.11,3.17,58.0,61.7,VS1,E,1819
0.56,Ideal,5.28,5.31,3.29,54.0,62.1,VVS1,H,1819
0.54,Ideal,5.18,5.22,3.25,56.0,62.5,VS1,F,1819
0.57,Ideal,5.38,5.34,3.3,56.0,61.6,VS2,E,1819
0.57,Ideal,5.4,5.35,3.27,56.0,60.8,VS2,E,1819
0.57,Ideal,5.4,5.36,3.25,57.0,60.4,VS2,E,1819
0.55,Excellent,5.29,5.25,3.25,56.0,61.7,VS2,F,1819
0.55,Ideal,5.3,5.26,3.26,56.0,61.7,VS2,F,1819
0.55,Ideal,5.3,5.27,3.23,57.0,61.1,VS2,F,1819
0.55,Ideal,5.31,5.27,3.23,56.0,61.1,VS2,F,1819
0.55,Ideal,5.29,5.24,3.25,57.0,61.7,VS2,F,1819
0.55,Ideal,5.32,5.27,3.21,56.0,60.6,SI1,D,1819
0.55,Excellent,5.29,5.27,3.22,58.0,61.0,SI1,D,1819
0.55,Excellent,5.3,5.24,3.2,58.0,60.7,SI1,D,1819
0.55,Excellent,5.29,5.24,3.22,58.0,61.2,SI1,D,1819
0.67,Excellent,5.65,5.6,3.54,56.0,62.9,SI2,D,1819
0.57,Excellent,5.42,5.37,3.25,57.0,60.2,VS1,G,1819
0.57,Excellent,5.4,5.35,3.28,57.0,61.0,VS1,G,1819
0.5,Excellent,5.13,5.08,3.05,57.0,59.7,VS2,D,1819
0.5,Very Good,5.08,5.06,3.21,57.0,63.3,VS2,D,1819
0.5,Ideal,5.09,5.05,3.19,54.0,62.9,VS2,D,1819
0.6,Ideal,5.4,5.42,3.33,56.0,61.6,VS1,H,1820
0.59,Ideal,5.35,5.4,3.36,55.0,62.5,SI1,D,1820
0.54,Ideal,5.3,5.27,3.23,57.0,61.1,VS2,F,1820
0.53,Very Good,5.19,5.22,3.2,59.0,61.5,VS1,F,1821
0.68,Very Good,5.61,5.64,3.55,54.5,63.1,SI2,E,1821
0.71,Excellent,5.72,5.78,3.47,58.0,60.3,SI2,I,1821
0.71,Very Good,5.63,5.71,3.56,61.0,62.8,VS2,J,1821
0.63,Ideal,5.5,5.46,3.43,55.0,62.6,VS2,G,1821
0.61,Ideal,5.43,5.53,3.37,55.7,61.4,VS2,G,1821
0.61,Good,5.44,5.48,3.29,60.5,60.3,VVS2,H,1821
0.61,Good,5.38,5.42,3.3,62.8,61.2,VS2,G,1821
0.61,Good,5.47,5.52,3.27,61.5,59.6,VS2,G,1821
0.59,Ideal,5.43,5.38,3.31,56.0,61.2,SI1,D,1821
0.59,Good,5.35,5.32,3.4,56.0,63.7,SI1,D,1821
0.52,Very Good,5.07,5.11,3.22,58.0,63.3,VS1,E,1822
0.52,Very Good,5.11,5.14,3.21,56.0,62.6,VS1,E,1822
0.52,Ideal,5.16,5.19,3.2,55.0,61.8,VS2,D,1822
0.52,Ideal,5.15,5.2,3.19,55.0,61.6,VS2,D,1822
0.52,Ideal,5.16,5.18,3.19,56.0,61.7,VS2,D,1822
0.52,Ideal,5.11,5.14,3.21,56.0,62.6,VS2,D,1822
0.52,Ideal,5.14,5.19,3.22,54.0,62.3,VS2,D,1822
0.52,Ideal,5.15,5.2,3.17,56.0,61.3,VS2,D,1822
0.52,Ideal,5.15,5.19,3.18,56.0,61.5,VS2,D,1822
0.52,Ideal,5.13,5.16,3.2,56.0,62.2,VS2,D,1822
0.52,Ideal,5.14,5.17,3.19,57.0,61.9,VS2,D,1822
0.52,Ideal,5.11,5.16,3.2,56.0,62.3,VS2,D,1822
0.52,Excellent,5.16,5.2,3.17,58.0,61.2,VS2,D,1822
0.52,Very Good,5.22,5.25,3.17,56.0,60.6,VS2,D,1822
0.52,Ideal,5.15,5.17,3.19,56.0,61.8,VS2,D,1822
0.52,Ideal,5.16,5.2,3.2,57.0,61.8,VS2,D,1822
0.52,Ideal,5.12,5.14,3.21,55.0,62.6,VS2,D,1822
0.52,Ideal,5.14,5.17,3.23,53.0,62.7,VS2,D,1822
0.56,Ideal,5.28,5.3,3.28,56.0,62.0,VS1,G,1822
0.69,Ideal,5.65,5.62,3.5,57.0,62.1,SI1,H,1822
0.69,Excellent,5.65,5.62,3.54,58.0,62.8,SI1,H,1822
0.54,Ideal,5.22,5.2,3.26,55.0,62.6,VS1,E,1823
0.62,Excellent,5.51,5.46,3.41,55.0,62.2,VS2,G,1823
0.56,Ideal,5.37,5.41,3.25,57.0,60.3,VS1,G,1824
0.7,Good,5.74,5.85,3.4,58.0,58.7,SI2,J,1824
0.7,Good,5.68,5.73,3.49,64.0,61.2,SI2,J,1824
0.73,Excellent,5.84,5.76,3.51,57.0,60.5,SI2,H,1824
0.4,Ideal,4.78,4.75,2.92,56.0,61.3,VVS1,E,1824
0.4,Ideal,4.76,4.74,2.93,55.0,61.7,VVS1,E,1824
0.51,Ideal,5.08,5.12,3.19,59.0,62.5,VVS2,G,1825
0.53,Ideal,5.28,5.24,3.21,56.0,61.1,VS2,D,1825
0.52,Ideal,5.13,5.16,3.2,54.0,62.2,VS2,E,1825
0.54,Ideal,5.24,5.26,3.21,57.0,61.1,VS2,E,1825
0.53,Excellent,5.29,5.26,3.16,58.0,59.9,VS2,D,1825
0.53,Very Good,5.23,5.11,3.28,55.0,63.4,VS2,D,1825
0.71,Excellent,5.72,5.7,3.51,60.0,61.5,SI2,H,1826
0.57,Very Good,5.45,5.47,3.25,56.0,59.5,VS2,E,1826
0.71,Fair,5.64,5.6,3.62,56.0,64.4,VS2,J,1826
0.51,Ideal,5.18,5.23,3.16,57.0,60.7,VS1,D,1826
0.7,Ideal,5.68,5.65,3.49,57.0,61.6,SI2,J,1826
0.53,Very Good,5.19,5.23,3.23,54.0,62.2,VVS2,G,1827
0.51,Ideal,5.09,5.13,3.18,56.0,62.2,VVS2,G,1827
0.51,Ideal,5.12,5.14,3.16,56.0,61.6,VVS2,G,1827
0.61,Excellent,5.4,5.43,3.38,59.0,62.4,VVS2,H,1827
0.43,Ideal,4.85,4.88,2.97,57.0,61.0,VVS1,E,1827
0.7,Excellent,5.66,5.61,3.55,56.0,63.0,SI1,J,1827
0.53,Ideal,5.25,5.19,3.18,57.0,60.9,VS1,E,1827
0.75,Fair,6.2,6.04,3.37,66.0,55.0,SI1,J,1827
0.65,Excellent,5.54,5.49,3.45,59.0,62.6,SI2,E,1827
0.7,Excellent,5.75,5.73,3.52,59.0,61.3,SI1,J,1827
0.87,Ideal,6.09,6.04,3.73,57.0,61.5,I1,G,1827
0.65,Very Good,5.52,5.59,3.4,59.3,61.3,VVS2,I,1828
0.65,Very Good,5.5,5.58,3.43,58.0,62.0,SI1,G,1828
0.61,Very Good,5.54,5.64,3.27,58.0,58.5,SI1,D,1828
0.79,Very Good,6.01,6.03,3.54,62.0,58.8,SI1,J,1828
0.59,Ideal,5.41,5.44,3.31,56.0,61.0,VS2,F,1828
0.62,Ideal,5.5,5.53,3.41,54.0,61.8,VS1,H,1828
0.65,Good,5.64,5.71,3.38,60.3,59.6,SI1,G,1828
0.52,Excellent,5.24,5.23,3.11,61.0,59.4,VS2,D,1828
0.52,Very Good,5.16,5.09,3.25,56.0,63.4,VS2,D,1828
0.52,Very Good,5.13,5.08,3.24,57.0,63.5,VS2,D,1828
0.86,Excellent,6.11,6.03,3.8,56.0,62.6,I1,I,1828
0.71,Fair,5.54,5.48,3.63,57.0,65.9,SI1,H,1828
0.7,Fair,5.45,5.35,3.81,56.0,70.6,SI2,E,1828
0.65,Excellent,5.61,5.49,3.36,59.0,60.5,SI1,E,1828
0.52,Very Good,5.11,5.16,3.21,57.0,62.5,VS1,D,1829
0.61,Very Good,5.43,5.46,3.38,55.0,62.1,SI1,E,1829
0.54,Ideal,5.22,5.3,3.24,55.0,61.8,VVS2,G,1829
0.52,Ideal,5.15,5.17,3.2,56.0,62.1,VVS1,G,1829
0.58,Ideal,5.41,5.36,3.29,57.0,61.1,SI1,D,1829
0.53,Very Good,5.16,5.21,3.21,59.0,61.9,VS1,E,1830
0.7,Very Good,5.64,5.7,3.55,57.0,62.6,SI1,H,1830
0.53,Ideal,5.22,5.24,3.2,56.0,61.2,VS1,F,1830
0.6,Excellent,5.43,5.39,3.35,58.0,61.9,SI1,E,1830
0.6,Ideal,5.51,5.39,3.35,56.0,61.5,SI1,E,1830
0.58,Ideal,5.44,5.4,3.26,55.0,60.1,VS1,G,1830
0.55,Very Good,5.31,5.34,2.25,59.0,61.0,VS2,E,1831
0.51,Excellent,5.1,5.15,3.17,58.0,61.9,VS1,E,1831
0.51,Excellent,5.14,5.17,3.16,58.0,61.3,VS1,E,1831
0.51,Good,5.26,5.29,3.06,60.0,58.0,VS2,D,1831
0.64,Ideal,5.52,5.55,3.44,54.0,62.3,VS2,H,1831
0.72,Ideal,5.67,5.75,3.58,56.0,62.7,SI1,J,1832
0.53,Ideal,5.18,5.21,3.24,57.0,62.4,VS1,F,1832
0.7,Ideal,5.72,5.76,3.49,57.0,60.9,SI2,J,1832
0.66,Good,5.61,5.67,3.37,60.3,59.9,VS1,H,1832
0.51,Ideal,5.18,5.15,3.15,57.0,61.0,VS2,D,1832
0.53,Ideal,5.23,5.21,3.22,57.0,61.7,VS2,F,1832
0.71,Fair,5.67,5.6,3.5,70.0,62.1,VS2,H,1832
0.72,Ideal,5.77,5.69,3.57,55.0,62.3,VS1,J,1832
0.55,Excellent,5.32,5.29,3.2,58.0,60.3,VS1,F,1832
0.62,Very Good,5.54,5.49,3.28,63.0,59.5,VS2,F,1832
0.52,Very Good,5.22,5.27,3.14,56.0,59.9,VVS2,G,1833
0.52,Very Good,5.08,5.11,3.22,57.0,63.2,VVS2,G,1833
0.52,Ideal,5.14,5.16,3.2,56.0,62.1,VVS2,G,1833
0.45,Ideal,4.92,4.95,3.05,55.0,61.8,VVS1,F,1833
0.55,Ideal,5.29,5.31,3.24,57.0,61.1,VS2,G,1833
0.55,Ideal,5.3,5.35,3.26,55.0,61.2,VS2,G,1833
0.76,Ideal,5.9,5.93,3.64,54.0,61.5,SI2,J,1833
0.47,Excellent,5.05,5.0,3.04,58.0,60.5,VVS2,E,1833
0.51,Excellent,5.22,5.21,3.11,58.0,59.6,VS1,G,1833
0.59,Ideal,5.37,5.41,3.33,56.0,61.8,VVS2,H,1834
0.59,Ideal,5.43,5.48,3.31,56.0,60.6,VS2,F,1834
0.46,Ideal,4.95,5.0,3.07,56.0,61.7,VS1,E,1834
0.46,Ideal,4.94,4.97,3.06,55.0,61.9,VS1,E,1834
0.46,Ideal,5.02,5.06,3.04,56.0,60.3,VS1,E,1834
0.52,Ideal,5.21,5.17,3.16,56.0,60.9,VS1,D,1835
0.52,Ideal,5.13,5.15,3.19,57.0,62.1,VVS2,G,1835
0.52,Excellent,5.21,5.15,3.16,58.0,61.0,VVS2,G,1835
0.59,Ideal,5.44,5.41,3.34,57.0,61.6,SI1,D,1835
0.59,Excellent,5.38,5.32,3.36,57.0,62.8,SI1,D,1835
0.7,Very Good,5.85,5.87,3.42,62.0,58.4,SI1,J,1836
0.5,Ideal,5.07,5.1,3.19,55.0,62.7,VVS2,G,1836
0.54,Excellent,5.35,5.29,3.13,61.0,58.8,IF,I,1836
0.51,Ideal,5.13,5.08,3.19,55.0,62.5,VS1,F,1836
0.51,Ideal,5.17,5.11,3.18,56.0,61.9,VS1,F,1836
0.51,Ideal,5.15,5.13,3.19,56.0,62.1,VS1,F,1836
0.51,Ideal,5.17,5.14,3.18,54.0,61.7,VS1,F,1836
0.51,Excellent,5.18,5.15,3.17,58.0,61.4,VS1,F,1836
0.6,Very Good,5.38,5.32,3.38,56.0,63.2,SI1,E,1836
0.51,Ideal,5.23,5.12,3.17,54.0,61.3,VS1,F,1836
0.51,Excellent,5.27,5.17,3.18,57.0,60.9,VS1,F,1836
0.54,Ideal,5.22,5.21,3.23,56.0,61.9,VS2,F,1836
0.51,Ideal,5.12,5.15,3.16,57.0,61.7,VVS1,H,1837
0.57,Ideal,5.32,5.35,3.32,53.7,62.3,VS1,G,1837
0.56,Ideal,5.34,5.36,3.25,55.0,60.8,VS1,G,1837
0.57,Ideal,5.31,5.33,3.31,54.0,62.2,VS1,G,1837
0.59,Excellent,5.34,5.3,3.34,58.0,62.8,VVS1,I,1837
0.54,Ideal,5.22,5.18,3.28,57.0,63.0,VS2,F,1837
0.54,Ideal,5.19,5.12,3.31,54.0,64.2,VS2,F,1837
0.51,Excellent,5.14,5.13,3.2,56.0,62.3,VS1,E,1837
0.5,Excellent,5.13,5.1,3.19,57.0,62.4,SI1,F,1838
0.55,Very Good,5.25,5.3,3.21,58.0,60.8,VVS1,G,1838
0.46,Very Good,4.94,4.98,3.09,56.0,62.3,VVS1,F,1838
0.59,Very Good,5.46,5.49,3.28,56.0,59.9,VS2,E,1838
0.51,Very Good,5.05,5.1,3.2,58.0,63.1,VS1,D,1838
0.5,Excellent,5.15,5.18,3.08,60.0,59.6,VVS2,G,1838
0.5,Excellent,5.09,5.12,3.11,59.0,60.9,VVS2,G,1838
0.5,Ideal,5.1,5.13,3.13,56.0,61.2,VVS2,G,1838
0.5,Very Good,5.11,5.13,3.12,61.0,60.9,VVS2,G,1838
0.5,Ideal,5.1,5.13,3.14,57.0,61.4,VVS2,G,1838
0.5,Excellent,5.1,5.13,3.15,60.0,61.6,VVS2,G,1838
0.5,Ideal,5.13,5.15,3.11,55.0,60.5,VVS2,G,1838
0.5,Very Good,5.04,5.11,3.19,57.0,62.9,VVS2,G,1838
0.5,Very Good,4.99,5.04,3.15,57.0,62.8,VVS2,G,1838
0.5,Ideal,5.05,5.09,3.15,55.0,62.1,VVS2,G,1838
0.5,Ideal,5.05,5.09,3.16,56.0,62.3,VVS2,G,1838
0.5,Very Good,5.1,5.14,3.11,57.0,60.7,VVS2,G,1838
0.5,Ideal,5.09,5.13,3.17,56.0,62.0,VVS2,G,1838
0.64,Good,5.69,5.75,3.3,57.0,57.7,SI1,D,1838
0.59,Ideal,5.38,5.39,3.35,55.0,62.2,VVS1,I,1838
0.59,Ideal,5.35,5.39,3.34,58.0,62.2,VS2,E,1838
0.5,Ideal,5.17,5.13,3.12,55.0,60.6,VVS1,H,1838
0.5,Very Good,5.03,4.98,3.18,58.0,63.5,VVS1,H,1838
0.5,Excellent,5.1,5.05,3.17,58.0,62.5,VVS1,H,1838
0.5,Excellent,5.09,5.06,3.16,55.0,62.3,VS1,F,1838
0.5,Ideal,5.09,5.06,3.17,57.0,62.5,VS1,F,1838
0.5,Excellent,5.1,5.06,3.14,60.0,61.8,VS1,F,1838
0.5,Excellent,5.15,5.09,3.14,59.0,61.3,VS1,F,1838
0.5,Excellent,5.1,5.03,3.14,58.0,62.0,VS1,F,1838
0.8,Excellent,5.98,5.95,3.66,57.0,61.4,SI1,J,1838
0.51,Very Good,5.14,5.2,3.16,59.0,61.1,VS1,E,1839
0.51,Ideal,5.21,5.22,3.17,56.0,60.8,VVS1,G,1839
0.71,Ideal,5.68,5.63,3.55,57.0,62.8,SI2,G,1840
0.52,Very Good,5.19,5.22,3.11,61.0,59.8,VS1,E,1840
0.59,Very Good,5.42,5.33,3.35,55.0,62.3,VVS2,H,1840
0.6,Ideal,5.42,5.37,3.36,57.0,62.3,SI1,D,1840
0.55,Ideal,5.29,5.32,3.23,57.0,60.9,SI1,D,1840
0.7,Good,5.46,5.52,3.59,59.0,65.4,SI1,H,1840
0.7,Fair,5.5,5.53,3.64,56.0,66.0,SI1,H,1840
0.71,Good,5.61,5.55,3.57,59.0,64.0,VS2,I,1840
0.71,Fair,5.76,5.61,3.5,67.0,61.6,VS2,I,1840
0.71,Very Good,5.65,5.61,3.57,56.0,63.4,VS2,I,1840
0.66,Very Good,5.63,5.65,3.43,57.0,60.9,VS2,H,1841
0.51,Very Good,5.19,5.24,3.11,56.0,59.6,VS1,E,1841
0.71,Very Good,5.64,5.67,3.55,57.0,62.8,SI1,J,1841
0.6,Very Good,5.46,5.51,3.29,56.0,60.0,SI1,D,1841
0.55,Ideal,5.27,5.31,3.22,55.0,60.9,VS1,G,1841
0.51,Ideal,5.11,5.15,3.18,57.0,62.0,VS1,E,1841
0.51,Good,5.11,5.16,3.15,63.0,61.3,VS1,E,1841
0.62,Excellent,5.52,5.48,3.35,59.0,60.9,VS2,G,1841
0.62,Excellent,5.58,5.52,3.34,60.0,60.2,VS2,G,1841
0.62,Excellent,5.56,5.5,3.38,59.0,61.1,VS2,G,1841
0.65,Ideal,5.56,5.5,3.39,58.0,61.4,SI1,F,1841
0.52,Good,5.1,5.02,3.25,58.0,64.2,VS1,F,1841
0.5,Ideal,5.08,5.14,3.15,57.0,61.6,VVS2,H,1842
0.5,Ideal,5.08,5.11,3.17,56.0,62.2,VVS2,G,1842
0.54,Ideal,5.23,5.29,3.22,56.0,61.2,VS2,D,1842
0.51,Very Good,5.09,5.05,3.22,55.0,63.5,VVS2,G,1842
0.53,Ideal,5.25,5.27,3.22,56.0,61.2,VVS1,H,1842
0.52,Excellent,5.14,5.11,3.22,58.0,62.8,VS2,D,1842
0.52,Excellent,5.13,5.09,3.19,58.0,62.4,VS2,D,1842
0.51,Ideal,5.14,5.12,3.16,56.0,61.6,VVS2,G,1842
0.51,Ideal,5.12,5.06,3.2,57.0,62.9,VVS2,G,1842
0.51,Very Good,5.11,5.07,3.23,56.0,63.5,VVS2,G,1842
0.51,Ideal,5.13,5.1,3.17,57.0,62.0,VVS2,G,1842
0.5,Very Good,5.11,5.14,3.15,56.0,61.5,VVS1,G,1843
0.5,Very Good,5.1,5.15,3.12,57.0,60.9,VVS1,G,1843
0.7,Excellent,5.7,5.73,3.5,60.0,61.2,VS2,J,1843
0.77,Very Good,5.82,5.87,3.63,62.0,62.1,VS2,J,1843
0.71,Excellent,5.79,5.82,3.5,59.0,60.3,VVS2,J,1843
0.7,Good,5.59,5.62,3.54,61.0,63.2,VS2,J,1843
0.7,Ideal,5.65,5.71,3.5,56.0,61.6,VS2,J,1843
0.7,Excellent,5.67,5.73,3.53,58.0,61.9,VVS2,J,1843
0.65,Good,5.66,5.74,3.31,61.0,58.1,SI1,F,1843
0.53,Very Good,5.18,5.2,3.2,59.0,61.7,VS1,E,1844
0.51,Ideal,5.09,5.12,3.17,58.0,62.1,VVS2,G,1844
0.7,Excellent,5.74,5.79,3.51,58.0,60.9,VVS1,J,1844
0.59,Ideal,5.39,5.44,3.35,56.0,61.9,VS2,G,1844
0.5,Ideal,5.12,5.14,3.16,56.0,61.7,VS2,D,1844
0.52,Ideal,5.17,5.22,3.21,55.0,61.8,VS1,E,1844
0.5,Ideal,5.1,5.14,3.13,58.0,61.1,IF,H,1844
0.5,Ideal,5.1,5.13,3.19,54.0,62.4,IF,H,1844
0.58,Good,5.36,5.33,3.26,62.0,61.0,SI1,E,1844
0.7,Excellent,5.65,5.6,3.53,59.0,62.8,SI1,J,1844
0.51,Ideal,5.2,5.17,3.16,57.0,60.9,VS1,D,1845
0.51,Ideal,5.15,5.12,3.17,54.0,61.7,VS1,D,1845
0.55,Ideal,5.27,5.3,3.27,55.0,61.7,VVS1,H,1845
0.55,Ideal,5.21,5.24,3.26,56.0,62.4,VVS1,H,1845
0.3,Very Good,4.27,4.29,2.65,61.0,61.9,SI1,I,394
0.3,Very Good,4.28,4.32,2.66,56.0,61.9,VS1,J,394
0.3,Good,4.22,4.25,2.68,59.0,63.3,SI1,I,394
0.3,Very Good,4.29,4.34,2.66,59.0,61.6,SI1,I,394
0.3,Excellent,4.27,4.31,2.68,59.0,62.5,SI2,G,394
0.3,Good,4.23,4.25,2.69,57.0,63.4,SI1,I,394
0.3,Very Good,4.26,4.3,2.67,58.0,62.4,VS1,J,394
0.3,Very Good,4.2,4.24,2.64,61.0,62.6,SI2,F,394
0.3,Very Good,4.24,4.27,2.68,59.0,63.0,VS1,J,394
0.3,Good,4.24,4.27,2.7,58.0,63.5,VS1,J,394
0.3,Good,4.22,4.25,2.69,57.0,63.5,SI2,F,394
0.3,Good,4.22,4.25,2.68,60.0,63.3,VS1,J,394
0.3,Excellent,4.25,4.29,2.66,59.0,62.3,SI2,G,394
0.3,Excellent,4.27,4.32,2.69,58.0,62.6,VS1,J,394
0.3,Good,4.23,4.3,2.7,59.0,63.3,SI1,I,394
0.3,Good,4.26,4.29,2.71,56.0,63.4,SI2,F,394
0.3,Very Good,4.25,4.27,2.65,57.0,62.2,SI1,I,394
0.3,Very Good,4.3,4.33,2.65,58.0,61.4,SI1,I,394
0.3,Very Good,4.33,4.37,2.63,62.0,60.5,SI1,I,394
0.3,Very Good,4.3,4.33,2.64,61.0,61.2,VS1,J,394
0.31,Ideal,4.39,4.42,2.7,55.0,61.3,SI1,I,395
0.25,Ideal,4.04,4.07,2.54,53.0,62.6,SI1,G,395
0.23,Good,4.14,4.19,2.34,60.0,56.2,VVS1,G,395
0.31,Ideal,4.32,4.36,2.7,55.0,62.2,VS2,J,396
0.31,Ideal,4.35,4.38,2.72,54.0,62.3,VS2,J,396
0.26,Very Good,4.09,4.12,2.56,57.0,62.4,VS2,G,397
0.24,Very Good,3.98,4.01,2.46,56.0,61.8,VS1,I,397
0.26,Ideal,4.09,4.1,2.55,54.0,62.3,VS2,G,397
0.26,Ideal,4.1,4.13,2.56,54.0,62.2,SI1,H,397
0.23,Very Good,3.94,3.97,2.45,59.0,61.9,VVS2,F,530
0.23,Very Good,3.9,3.94,2.41,58.0,61.5,VVS2,F,530
0.23,Very Good,4.0,4.04,2.41,57.0,60.0,VVS2,F,530
0.23,Very Good,4.03,4.08,2.41,59.0,59.4,VVS2,E,530
0.23,Very Good,3.95,3.98,2.44,59.0,61.5,VVS2,E,530
0.23,Very Good,3.89,3.93,2.44,59.0,62.4,VVS2,E,530
0.23,Very Good,3.93,3.98,2.42,58.0,61.2,VVS2,E,530
